Extrusion_Rate,Layer_Height,Nozzle_Speed,Bed_Temperature,Nozzle_Temperature,Print_Speed,Infill_Density,Cooling_Rate,Material_Type,Ambient_Temperature,Dimensional_Error
1.249080237694725,0.15553987865158592,20.46822734943624,73.81623953671183,235.7993817425389,57.55448641942095,68.34312586700398,1.3491950925599872,Clay,16.272179923530015,2.88867885080421
2.4014286128198323,0.2625702842135075,19.879151962879995,83.73451177530978,270.81484939499796,63.1404961562515,25.51477258946496,2.680952754080164,Clay,19.421577473868837,2.5754218808589253
1.9639878836228102,0.36188375076292256,46.250183220841464,40.03743190339992,264.02413946852386,89.81831752415262,88.51551070193334,8.481212245809482,Clay,25.248795374877684,3.428536146430379
1.6973169683940732,0.31966746592286843,19.981847993980246,69.98992796855991,173.08498570406604,53.80030702419245,65.18046151623173,7.9009152070450215,Stoneware,25.91805118533615,3.247662155326949
0.812037280884873,0.34196834435843493,20.87798904514524,65.7396786514999,172.3874204612211,90.875477936852,24.148349520125883,4.155784223114322,Porcelain,15.685222455870086,2.1212285160329003
0.8119890406724053,0.29763501001321524,40.37593049671855,86.62643014306168,190.22615516173698,36.1694101683684,96.61042517330861,4.391295649967912,Porcelain,18.40734501563062,2.124976202099316
0.6161672243363989,0.3076829693553558,27.9895936980216,92.48696483850084,204.16120895115557,84.37589060460415,56.652891700178856,5.801989901982215,Clay,24.994113466693108,0.70389170006116
2.23235229154987,0.3547586954695958,41.06842227820725,20.972541718190946,211.26833721127238,89.32833431383155,16.56086066844895,1.0021690421662108,Porcelain,26.878812418868105,2.566192860482296
1.7022300234864176,0.1749004026577558,12.614646302575409,73.92159352470341,251.9545825250018,42.72723569861371,66.41496139735605,3.1711990243422505,Stoneware,17.968033929724307,2.9358956406784835
1.916145155592091,0.24682748909294216,29.502847746935373,24.146863929578323,158.5020648248753,60.12425726605403,32.78790163115292,2.87408627747393,Porcelain,22.97682823893941,2.382446986769131
0.5411689885916049,0.1663628325458807,11.344544007331304,63.908693206188474,155.20090563390997,41.584984226455894,82.33241066895722,3.254346520747871,Clay,33.08802873033905,1.628536675434995
2.4398197043239884,0.3963004023989941,12.50612813821418,43.010618323494256,208.78658444158634,79.46228902959524,83.60398662095716,8.253152582800972,Stoneware,34.977985740923444,3.608242721258679
2.1648852816008435,0.383217801905984,46.25749813377644,44.5421279617713,254.57455382069708,67.47434376431598,98.10526202691956,3.5170647089179887,Stoneware,34.74428909662282,0.37330822322612034
0.9246782213565523,0.11182804341055178,15.569814844703807,48.23668027618852,179.0153014434724,74.47263426958247,55.16825779220533,2.7236918984513334,Clay,32.633490205737445,4.572201848770236
0.8636499344142012,0.31167255175470654,31.296827291008682,69.70339592396881,246.22567218843776,43.75408768693478,50.94611917549634,5.538371147137283,Porcelain,22.893201758998917,0.10321719772896643
0.8668090197068676,0.37757449522469977,26.443824104028263,46.72399725350154,188.97422069104493,44.82221034366937,77.81280449018325,8.790805327354587,Clay,28.731485841495683,4.811750667191389
1.1084844859190754,0.15417260353820006,23.893733050353706,78.61592404722244,282.91291632202746,32.904812785693444,21.92235907077339,3.172147334537499,Porcelain,23.331844555683972,2.3117780046733123
1.5495128632644757,0.2703835691657889,45.9933338274909,52.36219084590957,284.3534916399925,52.54472746370108,59.222396241381176,1.7068261851351882,Porcelain,27.97054053648406,2.063349720017706
1.3638900372842315,0.37464648927641264,10.87293587101958,25.468256024796688,194.59308064219897,69.18212629335724,59.162284011776585,4.207642622646983,Stoneware,21.188649419389662,1.2822200873159406
1.0824582803960838,0.11018379357573965,36.551587447023564,82.70078739872858,184.49906309448608,90.05544397981302,18.052581052934848,7.7288664210848,Clay,27.12404507220664,0.05035567416141584
1.723705789444759,0.309226080174052,48.535777368542014,42.86066596741648,211.69559580993467,76.68492132210764,47.61856769562222,5.956214902253151,Stoneware,25.475169931056996,1.373951322108999
0.7789877213040837,0.18920470221176525,32.40672733847368,54.62135036794101,186.0797377770223,60.4777426379826,86.79563187104817,8.351140326169126,Clay,15.489605316263999,0.5469996273016697
1.0842892970704363,0.3773188586129592,47.472898481323675,74.83551065775212,250.85757649375554,96.71840800758964,87.05382597951943,9.636329328483106,Clay,30.814058074922276,3.2991042134669737
1.2327236865873834,0.39131747354961033,12.09031517144095,46.59649257189696,273.9097026822428,80.34716404030823,18.93138984277129,8.133962290764554,Stoneware,15.237956644903113,1.5953748616036312
1.4121399684340719,0.3832799467340302,26.751732762966455,24.52685249173725,250.96381963668256,95.1115642003785,18.164879447304777,6.434227709593781,Clay,20.863118845066033,3.835896642018308
2.070351922786027,0.24226426499723916,20.406311638482045,49.913683761025084,273.6525670874024,66.9311581290516,33.642592930174175,5.440074292471424,Clay,15.118481309080048,1.0345809367305847
0.8993475643167195,0.358612795296794,39.23283859922919,95.55588661554427,209.54882433112112,48.123299235519774,88.72894562985941,1.3606217771344,Porcelain,22.524028265903965,4.501174287160548
1.5284688768272232,0.3533648195605211,49.25188361988987,71.33875178388465,173.44754560632913,33.69786804553054,21.601232656614904,9.858897809326372,Clay,16.263210563282787,2.6149075755291626
1.684829137724085,0.19573014197297672,20.26120249776991,73.71833189337656,260.6926421096388,80.82593960386953,74.79971223647016,4.4513301031753825,Clay,33.27021933662482,0.5725309823449071
